2022-02-01 20:38:07,777 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer(start:220) - Tomcat started on port(s): 8080 (http) with context path ''
2022-02-01 20:38:07,789 [main] INFO  com.samsan.xcape.XcapeApplication(logStarted:61) - Started XcapeApplication in 2.363 seconds (JVM running for 3.246)
2022-02-01 20:38:10,502 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet(initServletBean:525) - Initializing Servlet 'dispatcherServlet'
2022-02-01 20:38:10,504 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet(initServletBean:547) - Completed initialization in 1 ms
2022-02-01 20:39:16,793 [main] INFO  com.samsan.xcape.XcapeApplication(logStarting:55) - Starting XcapeApplication using Java 1.8.0_312 on earth.local with PID 6820 (/Users/kojoo112/Desktop/git/XCAPE_thymeleaf/Xcape/build/classes/java/main started by kojoo112 in /Users/kojoo112/Desktop/git/XCAPE_thymeleaf)
2022-02-01 20:39:16,834 [main] INFO  com.samsan.xcape.XcapeApplication(logStartupProfileInfo:659) - No active profile set, falling back to default profiles: default
2022-02-01 20:39:18,237 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer(initialize:108) - Tomcat initialized with port(s): 8080 (http)
2022-02-01 20:39:18,317 [main] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext(prepareWebApplicationContext:290) - Root WebApplicationContext: initialization completed in 1427 ms
2022-02-01 20:39:19,060 [main] INFO  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping(<init>:57) - Adding welcome page template: index
2022-02-01 20:39:19,411 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer(start:220) - Tomcat started on port(s): 8080 (http) with context path ''
2022-02-01 20:39:19,424 [main] INFO  com.samsan.xcape.XcapeApplication(logStarted:61) - Started XcapeApplication in 3.036 seconds (JVM running for 4.873)
2022-02-01 20:39:21,105 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet(initServletBean:525) - Initializing Servlet 'dispatcherServlet'
2022-02-01 20:39:21,106 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet(initServletBean:547) - Completed initialization in 1 ms
2022-02-01 20:46:39,722 [main] INFO  com.samsan.xcape.XcapeApplication(logStarting:55) - Starting XcapeApplication using Java 1.8.0_312 on earth.local with PID 6914 (/Users/kojoo112/Desktop/git/XCAPE_thymeleaf/Xcape/build/classes/java/main started by kojoo112 in /Users/kojoo112/Desktop/git/XCAPE_thymeleaf)
2022-02-01 20:46:39,767 [main] INFO  com.samsan.xcape.XcapeApplication(logStartupProfileInfo:659) - No active profile set, falling back to default profiles: default
2022-02-01 20:46:41,313 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer(initialize:108) - Tomcat initialized with port(s): 8080 (http)
2022-02-01 20:46:41,398 [main] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext(prepareWebApplicationContext:290) - Root WebApplicationContext: initialization completed in 1577 ms
2022-02-01 20:46:42,174 [main] INFO  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping(<init>:57) - Adding welcome page template: index
2022-02-01 20:46:42,391 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer(start:220) - Tomcat started on port(s): 8080 (http) with context path ''
2022-02-01 20:46:42,402 [main] INFO  com.samsan.xcape.XcapeApplication(logStarted:61) - Started XcapeApplication in 3.131 seconds (JVM running for 4.754)
2022-02-01 20:46:42,996 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet(initServletBean:525) - Initializing Servlet 'dispatcherServlet'
2022-02-01 20:46:42,997 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet(initServletBean:547) - Completed initialization in 1 ms
2022-02-01 20:51:52,486 [main] INFO  com.samsan.xcape.XcapeApplication(logStarting:55) - Starting XcapeApplication using Java 1.8.0_312 on earth.local with PID 6976 (/Users/kojoo112/Desktop/git/XCAPE_thymeleaf/Xcape/build/classes/java/main started by kojoo112 in /Users/kojoo112/Desktop/git/XCAPE_thymeleaf)
2022-02-01 20:51:52,496 [main] INFO  com.samsan.xcape.XcapeApplication(logStartupProfileInfo:659) - No active profile set, falling back to default profiles: default
2022-02-01 20:51:53,800 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer(initialize:108) - Tomcat initialized with port(s): 8080 (http)
2022-02-01 20:51:53,876 [main] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext(prepareWebApplicationContext:290) - Root WebApplicationContext: initialization completed in 1336 ms
2022-02-01 20:51:54,473 [main] INFO  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping(<init>:57) - Adding welcome page template: index
2022-02-01 20:51:54,688 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer(start:220) - Tomcat started on port(s): 8080 (http) with context path ''
2022-02-01 20:51:54,700 [main] INFO  com.samsan.xcape.XcapeApplication(logStarted:61) - Started XcapeApplication in 2.711 seconds (JVM running for 3.919)
2022-02-01 20:52:02,175 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet(initServletBean:525) - Initializing Servlet 'dispatcherServlet'
2022-02-01 20:52:02,177 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet(initServletBean:547) - Completed initialization in 2 ms
2022-02-01 20:52:04,020 [http-nio-8080-exec-3] INFO  com.samsan.xcape.service.HintServiceImpl(getThemeList:48) - >>> HintServiceImpl.getThemeList > 
2022-02-01 20:52:30,092 [http-nio-8080-exec-5] INFO  com.samsan.xcape.service.HintServiceImpl(getThemeList:48) - >>> HintServiceImpl.getThemeList > 
